frequency,e',e'',u',u''
10511750000.0000,   4.1997,   0.4404,   0.9720,   0.0063
10514343750.0000,   4.2000,   0.4426,   0.9724,   0.0065
10516937500.0000,   4.2014,   0.4377,   0.9726,   0.0069
10519531250.0000,   4.1956,   0.4428,   0.9736,   0.0072
10522125000.0000,   4.1910,   0.4430,   0.9742,   0.0074
10524718750.0000,   4.1883,   0.4417,   0.9755,   0.0069
10527312500.0000,   4.1855,   0.4452,   0.9769,   0.0081
10529906250.0000,   4.1865,   0.4426,   0.9763,   0.0080
10532500000.0000,   4.1834,   0.4421,   0.9769,   0.0075
10535093750.0000,   4.1827,   0.4468,   0.9786,   0.0080
10537687500.0000,   4.1849,   0.4492,   0.9778,   0.0077
10540281250.0000,   4.1820,   0.4415,   0.9786,   0.0070
10542875000.0000,   4.1811,   0.4482,   0.9799,   0.0078
10545468750.0000,   4.1816,   0.4523,   0.9811,   0.0067
10548062500.0000,   4.1828,   0.4532,   0.9811,   0.0060
10550656250.0000,   4.1832,   0.4575,   0.9814,   0.0071
10553250000.0000,   4.1822,   0.4523,   0.9822,   0.0062
10555843750.0000,   4.1824,   0.4575,   0.9818,   0.0074
10558437500.0000,   4.1868,   0.4621,   0.9819,   0.0061
10561031250.0000,   4.1859,   0.4634,   0.9828,   0.0059
10563625000.0000,   4.1869,   0.4647,   0.9832,   0.0061
10566218750.0000,   4.1843,   0.4658,   0.9827,   0.0059
10568812500.0000,   4.1904,   0.4703,   0.9828,   0.0045
10571406250.0000,   4.1928,   0.4684,   0.9829,   0.0050
10574000000.0000,   4.1931,   0.4667,   0.9832,   0.0051
10576593750.0000,   4.1970,   0.4749,   0.9836,   0.0041
10579187500.0000,   4.2055,   0.4694,   0.9831,   0.0052
10581781250.0000,   4.2010,   0.4698,   0.9828,   0.0044
10584375000.0000,   4.2037,   0.4682,   0.9828,   0.0043
10586968750.0000,   4.2022,   0.4751,   0.9816,   0.0034
10589562500.0000,   4.2125,   0.4761,   0.9811,   0.0041
10592156250.0000,   4.2101,   0.4683,   0.9807,   0.0038
10594750000.0000,   4.2141,   0.4711,   0.9809,   0.0042
10597343750.0000,   4.2185,   0.4687,   0.9800,   0.0027
10599937500.0000,   4.2136,   0.4718,   0.9804,   0.0033
10602531250.0000,   4.2176,   0.4734,   0.9797,   0.0027
10605125000.0000,   4.2204,   0.4723,   0.9796,   0.0028
10607718750.0000,   4.2192,   0.4714,   0.9792,   0.0027
10610312500.0000,   4.2189,   0.4722,   0.9784,   0.0037
10612906250.0000,   4.2180,   0.4652,   0.9781,   0.0029
10615500000.0000,   4.2242,   0.4654,   0.9770,   0.0030
10618093750.0000,   4.2178,   0.4648,   0.9774,   0.0036
10620687500.0000,   4.2198,   0.4677,   0.9772,   0.0035
10623281250.0000,   4.2216,   0.4616,   0.9766,   0.0039
10625875000.0000,   4.2201,   0.4611,   0.9766,   0.0033
10628468750.0000,   4.2197,   0.4643,   0.9765,   0.0039
10631062500.0000,   4.2155,   0.4602,   0.9768,   0.0033
10633656250.0000,   4.2151,   0.4560,   0.9768,   0.0039
10636250000.0000,   4.2160,   0.4540,   0.9756,   0.0038
10638843750.0000,   4.2160,   0.4517,   0.9771,   0.0042
10641437500.0000,   4.2055,   0.4532,   0.9771,   0.0043
10644031250.0000,   4.2091,   0.4512,   0.9760,   0.0046
10646625000.0000,   4.2069,   0.4509,   0.9775,   0.0053
10649218750.0000,   4.2003,   0.4453,   0.9777,   0.0060
10651812500.0000,   4.2006,   0.4499,   0.9778,   0.0054
10654406250.0000,   4.1995,   0.4484,   0.9789,   0.0060
10657000000.0000,   4.1989,   0.4486,   0.9784,   0.0060
10659593750.0000,   4.1950,   0.4465,   0.9800,   0.0064
10662187500.0000,   4.1889,   0.4405,   0.9799,   0.0062
10664781250.0000,   4.1932,   0.4431,   0.9810,   0.0060
10667375000.0000,   4.1857,   0.4441,   0.9815,   0.0073
10669968750.0000,   4.1841,   0.4429,   0.9826,   0.0073
10672562500.0000,   4.1859,   0.4454,   0.9833,   0.0078
10675156250.0000,   4.1842,   0.4416,   0.9838,   0.0071
10677750000.0000,   4.1771,   0.4427,   0.9840,   0.0068
10680343750.0000,   4.1773,   0.4448,   0.9850,   0.0070
10682937500.0000,   4.1780,   0.4513,   0.9844,   0.0072
10685531250.0000,   4.1785,   0.4444,   0.9851,   0.0067
10688125000.0000,   4.1766,   0.4496,   0.9865,   0.0079
10690718750.0000,   4.1768,   0.4501,   0.9873,   0.0065
10693312500.0000,   4.1770,   0.4460,   0.9876,   0.0063
10695906250.0000,   4.1796,   0.4489,   0.9887,   0.0063
10698500000.0000,   4.1794,   0.4574,   0.9888,   0.0074
10701093750.0000,   4.1794,   0.4595,   0.9894,   0.0066
10703687500.0000,   4.1845,   0.4569,   0.9895,   0.0062
10706281250.0000,   4.1788,   0.4607,   0.9899,   0.0064
10708875000.0000,   4.1809,   0.4663,   0.9901,   0.0065
10711468750.0000,   4.1845,   0.4622,   0.9903,   0.0057
10714062500.0000,   4.1937,   0.4661,   0.9902,   0.0052
10716656250.0000,   4.1912,   0.4664,   0.9895,   0.0046
10719250000.0000,   4.1959,   0.4661,   0.9896,   0.0036
10721843750.0000,   4.1988,   0.4691,   0.9896,   0.0040
10724437500.0000,   4.1980,   0.4692,   0.9897,   0.0043
10727031250.0000,   4.2006,   0.4738,   0.9893,   0.0041
10729625000.0000,   4.2054,   0.4817,   0.9887,   0.0040
10732218750.0000,   4.2092,   0.4741,   0.9887,   0.0037
10734812500.0000,   4.2120,   0.4756,   0.9889,   0.0028
10737406250.0000,   4.2200,   0.4774,   0.9876,   0.0034
10740000000.0000,   4.2170,   0.4742,   0.9872,   0.0030
10742593750.0000,   4.2204,   0.4772,   0.9869,   0.0019
10745187500.0000,   4.2266,   0.4788,   0.9868,   0.0027
10747781250.0000,   4.2235,   0.4844,   0.9858,   0.0027
10750375000.0000,   4.2342,   0.4749,   0.9850,   0.0016
10752968750.0000,   4.2298,   0.4752,   0.9840,   0.0022
10755562500.0000,   4.2338,   0.4810,   0.9842,   0.0020
10758156250.0000,   4.2394,   0.4792,   0.9831,   0.0025
10760750000.0000,   4.2350,   0.4781,   0.9827,   0.0017
10763343750.0000,   4.2405,   0.4752,   0.9825,   0.0020
10765937500.0000,   4.2386,   0.4763,   0.9817,   0.0025
10768531250.0000,   4.2347,   0.4744,   0.9813,   0.0025
10771125000.0000,   4.2445,   0.4692,   0.9802,   0.0021
10773718750.0000,   4.2445,   0.4689,   0.9804,   0.0028
10776312500.0000,   4.2421,   0.4696,   0.9798,   0.0031
10778906250.0000,   4.2458,   0.4664,   0.9795,   0.0032
10781500000.0000,   4.2445,   0.4673,   0.9783,   0.0035
10784093750.0000,   4.2467,   0.4634,   0.9780,   0.0036
10786687500.0000,   4.2409,   0.4633,   0.9783,   0.0034
10789281250.0000,   4.2403,   0.4591,   0.9783,   0.0032
10791875000.0000,   4.2396,   0.4607,   0.9780,   0.0044
10794468750.0000,   4.2433,   0.4624,   0.9776,   0.0045
10797062500.0000,   4.2410,   0.4590,   0.9772,   0.0043
10799656250.0000,   4.2373,   0.4574,   0.9783,   0.0050
10802250000.0000,   4.2375,   0.4590,   0.9783,   0.0042
10804843750.0000,   4.2386,   0.4577,   0.9785,   0.0051
10807437500.0000,   4.2354,   0.4587,   0.9773,   0.0046
10810031250.0000,   4.2365,   0.4528,   0.9776,   0.0052
10812625000.0000,   4.2319,   0.4550,   0.9779,   0.0049
10815218750.0000,   4.2272,   0.4553,   0.9784,   0.0056
10817812500.0000,   4.2259,   0.4562,   0.9792,   0.0059
10820406250.0000,   4.2260,   0.4527,   0.9788,   0.0051
10823000000.0000,   4.2289,   0.4575,   0.9796,   0.0055
10825593750.0000,   4.2211,   0.4599,   0.9801,   0.0058
10828187500.0000,   4.2193,   0.4572,   0.9803,   0.0055
10830781250.0000,   4.2205,   0.4564,   0.9807,   0.0056
10833375000.0000,   4.2215,   0.4605,   0.9811,   0.0059
10835968750.0000,   4.2234,   0.4605,   0.9811,   0.0059
10838562500.0000,   4.2162,   0.4563,   0.9819,   0.0055
10841156250.0000,   4.2181,   0.4604,   0.9814,   0.0058
10843750000.0000,   4.2109,   0.4662,   0.9829,   0.0052
10846343750.0000,   4.2110,   0.4634,   0.9837,   0.0050
10848937500.0000,   4.2162,   0.4665,   0.9833,   0.0056
10851531250.0000,   4.2159,   0.4676,   0.9836,   0.0051
10854125000.0000,   4.2168,   0.4657,   0.9840,   0.0045
10856718750.0000,   4.2125,   0.4652,   0.9836,   0.0044
10859312500.0000,   4.2142,   0.4690,   0.9833,   0.0045
10861906250.0000,   4.2136,   0.4689,   0.9854,   0.0043
10864500000.0000,   4.2129,   0.4678,   0.9844,   0.0040
10867093750.0000,   4.2146,   0.4703,   0.9849,   0.0040
10869687500.0000,   4.2157,   0.4694,   0.9840,   0.0036
10872281250.0000,   4.2166,   0.4723,   0.9846,   0.0033
10874875000.0000,   4.2139,   0.4727,   0.9851,   0.0035
10877468750.0000,   4.2206,   0.4747,   0.9834,   0.0037
10880062500.0000,   4.2128,   0.4690,   0.9849,   0.0040
10882656250.0000,   4.2186,   0.4681,   0.9843,   0.0035
10885250000.0000,   4.2163,   0.4709,   0.9852,   0.0035
10887843750.0000,   4.2205,   0.4742,   0.9843,   0.0039
10890437500.0000,   4.2203,   0.4734,   0.9840,   0.0042
10893031250.0000,   4.2238,   0.4690,   0.9837,   0.0034
10895625000.0000,   4.2199,   0.4663,   0.9838,   0.0031
10898218750.0000,   4.2205,   0.4711,   0.9840,   0.0039
10900812500.0000,   4.2218,   0.4648,   0.9841,   0.0041
10903406250.0000,   4.2234,   0.4672,   0.9839,   0.0039
10906000000.0000,   4.2272,   0.4631,   0.9831,   0.0031
10908593750.0000,   4.2238,   0.4669,   0.9835,   0.0038
10911187500.0000,   4.2280,   0.4615,   0.9829,   0.0035
10913781250.0000,   4.2306,   0.4664,   0.9823,   0.0041
10916375000.0000,   4.2268,   0.4639,   0.9828,   0.0046
10918968750.0000,   4.2305,   0.4606,   0.9826,   0.0047
10921562500.0000,   4.2326,   0.4636,   0.9825,   0.0043
10924156250.0000,   4.2290,   0.4599,   0.9821,   0.0041
10926750000.0000,   4.2335,   0.4591,   0.9816,   0.0041
10929343750.0000,   4.2324,   0.4610,   0.9826,   0.0046
10931937500.0000,   4.2306,   0.4641,   0.9819,   0.0051
10934531250.0000,   4.2306,   0.4644,   0.9826,   0.0047
10937125000.0000,   4.2286,   0.4658,   0.9818,   0.0050
10939718750.0000,   4.2321,   0.4606,   0.9816,   0.0051
10942312500.0000,   4.2322,   0.4569,   0.9824,   0.0041
10944906250.0000,   4.2272,   0.4666,   0.9822,   0.0040
10947500000.0000,   4.2294,   0.4711,   0.9823,   0.0045
10950093750.0000,   4.2291,   0.4647,   0.9823,   0.0048
10952687500.0000,   4.2315,   0.4698,   0.9822,   0.0040
10955281250.0000,   4.2336,   0.4685,   0.9830,   0.0053
10957875000.0000,   4.2307,   0.4670,   0.9828,   0.0047
10960468750.0000,   4.2335,   0.4699,   0.9826,   0.0045
10963062500.0000,   4.2288,   0.4691,   0.9832,   0.0038
10965656250.0000,   4.2287,   0.4689,   0.9831,   0.0043
10968250000.0000,   4.2278,   0.4719,   0.9829,   0.0032
10970843750.0000,   4.2302,   0.4687,   0.9826,   0.0034
10973437500.0000,   4.2266,   0.4764,   0.9834,   0.0037
10976031250.0000,   4.2248,   0.4754,   0.9835,   0.0031
10978625000.0000,   4.2274,   0.4790,   0.9835,   0.0030
10981218750.0000,   4.2264,   0.4741,   0.9838,   0.0028
10983812500.0000,   4.2310,   0.4724,   0.9823,   0.0029
10986406250.0000,   4.2248,   0.4781,   0.9829,   0.0033
10989000000.0000,   4.2278,   0.4740,   0.9834,   0.0034
10991593750.0000,   4.2359,   0.4750,   0.9826,   0.0017
10994187500.0000,   4.2369,   0.4782,   0.9826,   0.0032
10996781250.0000,   4.2292,   0.4725,   0.9834,   0.0021
10999375000.0000,   4.2326,   0.4718,   0.9822,   0.0025
11001968750.0000,   4.2392,   0.4798,   0.9823,   0.0019
11004562500.0000,   4.2374,   0.4786,   0.9821,   0.0016
11007156250.0000,   4.2352,   0.4753,   0.9824,   0.0025
11009750000.0000,   4.2406,   0.4730,   0.9814,   0.0019
11012343750.0000,   4.2365,   0.4723,   0.9815,   0.0028
11014937500.0000,   4.2370,   0.4759,   0.9826,   0.0018
11017531250.0000,   4.2400,   0.4698,   0.9810,   0.0016
11020125000.0000,   4.2400,   0.4752,   0.9812,   0.0027
11022718750.0000,   4.2375,   0.4708,   0.9808,   0.0027
11025312500.0000,   4.2391,   0.4707,   0.9812,   0.0022
11027906250.0000,   4.2389,   0.4765,   0.9808,   0.0030
11030500000.0000,   4.2370,   0.4708,   0.9813,   0.0027
11033093750.0000,   4.2389,   0.4655,   0.9805,   0.0034
11035687500.0000,   4.2349,   0.4636,   0.9812,   0.0028
11038281250.0000,   4.2347,   0.4643,   0.9810,   0.0039
11040875000.0000,   4.2378,   0.4651,   0.9809,   0.0030
11043468750.0000,   4.2334,   0.4610,   0.9814,   0.0039
11046062500.0000,   4.2317,   0.4578,   0.9812,   0.0040
11048656250.0000,   4.2298,   0.4610,   0.9818,   0.0039
11051250000.0000,   4.2291,   0.4600,   0.9816,   0.0043
11053843750.0000,   4.2290,   0.4611,   0.9819,   0.0051
11056437500.0000,   4.2300,   0.4610,   0.9816,   0.0048
11059031250.0000,   4.2214,   0.4620,   0.9820,   0.0051
11061625000.0000,   4.2199,   0.4598,   0.9832,   0.0050
11064218750.0000,   4.2183,   0.4587,   0.9837,   0.0050
11066812500.0000,   4.2133,   0.4567,   0.9843,   0.0055
11069406250.0000,   4.2132,   0.4597,   0.9845,   0.0061
11072000000.0000,   4.2138,   0.4539,   0.9847,   0.0054
11074593750.0000,   4.2092,   0.4605,   0.9854,   0.0057
11077187500.0000,   4.2112,   0.4578,   0.9855,   0.0056
11079781250.0000,   4.2093,   0.4561,   0.9863,   0.0058
11082375000.0000,   4.2084,   0.4582,   0.9866,   0.0059
11084968750.0000,   4.2026,   0.4548,   0.9875,   0.0055
11087562500.0000,   4.2039,   0.4603,   0.9883,   0.0057
11090156250.0000,   4.2080,   0.4637,   0.9877,   0.0058
11092750000.0000,   4.2062,   0.4617,   0.9882,   0.0054
11095343750.0000,   4.2021,   0.4663,   0.9897,   0.0051
11097937500.0000,   4.2030,   0.4674,   0.9897,   0.0049
11100531250.0000,   4.2022,   0.4628,   0.9901,   0.0050
11103125000.0000,   4.2073,   0.4682,   0.9897,   0.0042
11105718750.0000,   4.2079,   0.4678,   0.9907,   0.0039
11108312500.0000,   4.2111,   0.4729,   0.9908,   0.0039
11110906250.0000,   4.2103,   0.4745,   0.9909,   0.0036
11113500000.0000,   4.2116,   0.4773,   0.9919,   0.0029
11116093750.0000,   4.2158,   0.4811,   0.9913,   0.0028
11118687500.0000,   4.2197,   0.4861,   0.9907,   0.0026
11121281250.0000,   4.2182,   0.4855,   0.9915,   0.0019
11123875000.0000,   4.2264,   0.4889,   0.9911,   0.0015
11126468750.0000,   4.2322,   0.4897,   0.9911,   0.0008
11129062500.0000,   4.2285,   0.4917,   0.9911,   0.0011
11131656250.0000,   4.2415,   0.4914,   0.9905,   0.0007
11134250000.0000,   4.2385,   0.4942,   0.9899,  -0.0002
11136843750.0000,   4.2480,   0.4933,   0.9893,  -0.0008
11139437500.0000,   4.2539,   0.4956,   0.9887,  -0.0005
11142031250.0000,   4.2549,   0.5003,   0.9882,  -0.0014
11144625000.0000,   4.2581,   0.5013,   0.9877,  -0.0012
11147218750.0000,   4.2627,   0.4987,   0.9871,  -0.0016
11149812500.0000,   4.2593,   0.5043,   0.9867,  -0.0023
11152406250.0000,   4.2676,   0.5005,   0.9864,  -0.0020
11155000000.0000,   4.2766,   0.5031,   0.9853,  -0.0022
11157593750.0000,   4.2825,   0.5018,   0.9843,  -0.0024
11160187500.0000,   4.2812,   0.4959,   0.9832,  -0.0032
11162781250.0000,   4.2821,   0.4972,   0.9825,  -0.0028
11165375000.0000,   4.2860,   0.4979,   0.9817,  -0.0026
11167968750.0000,   4.2904,   0.4938,   0.9802,  -0.0023
11170562500.0000,   4.2943,   0.4960,   0.9802,  -0.0022
11173156250.0000,   4.2954,   0.4906,   0.9794,  -0.0016
11175750000.0000,   4.2993,   0.4909,   0.9788,  -0.0017
11178343750.0000,   4.2914,   0.4853,   0.9778,  -0.0012
11180937500.0000,   4.2938,   0.4827,   0.9791,  -0.0007
11183531250.0000,   4.2993,   0.4820,   0.9773,  -0.0003
11186125000.0000,   4.2933,   0.4824,   0.9772,   0.0003
11188718750.0000,   4.2934,   0.4808,   0.9770,   0.0005
11191312500.0000,   4.2897,   0.4749,   0.9760,   0.0009
11193906250.0000,   4.2948,   0.4713,   0.9759,   0.0012
11196500000.0000,   4.2897,   0.4705,   0.9762,   0.0018
11199093750.0000,   4.2815,   0.4699,   0.9763,   0.0025
11201687500.0000,   4.2833,   0.4670,   0.9755,   0.0031
11204281250.0000,   4.2765,   0.4627,   0.9763,   0.0034
11206875000.0000,   4.2764,   0.4606,   0.9761,   0.0041
11209468750.0000,   4.2752,   0.4553,   0.9764,   0.0045
11212062500.0000,   4.2688,   0.4565,   0.9765,   0.0041
11214656250.0000,   4.2641,   0.4573,   0.9774,   0.0051
11217250000.0000,   4.2623,   0.4586,   0.9767,   0.0060
11219843750.0000,   4.2541,   0.4554,   0.9779,   0.0062
11222437500.0000,   4.2572,   0.4619,   0.9778,   0.0061
11225031250.0000,   4.2538,   0.4573,   0.9788,   0.0065
11227625000.0000,   4.2462,   0.4591,   0.9796,   0.0064
11230218750.0000,   4.2496,   0.4601,   0.9796,   0.0064
11232812500.0000,   4.2422,   0.4605,   0.9807,   0.0062
11235406250.0000,   4.2399,   0.4608,   0.9815,   0.0067
11238000000.0000,   4.2411,   0.4669,   0.9814,   0.0064
11240593750.0000,   4.2373,   0.4671,   0.9828,   0.0054
11243187500.0000,   4.2400,   0.4697,   0.9831,   0.0059
11245781250.0000,   4.2377,   0.4693,   0.9840,   0.0053
11248375000.0000,   4.2329,   0.4712,   0.9845,   0.0050
11250968750.0000,   4.2333,   0.4706,   0.9850,   0.0044
11253562500.0000,   4.2330,   0.4772,   0.9862,   0.0043
11256156250.0000,   4.2301,   0.4851,   0.9865,   0.0045
11258750000.0000,   4.2350,   0.4781,   0.9868,   0.0035
11261343750.0000,   4.2365,   0.4825,   0.9872,   0.0029
11263937500.0000,   4.2381,   0.4898,   0.9872,   0.0019
11266531250.0000,   4.2371,   0.4929,   0.9883,   0.0019
11269125000.0000,   4.2403,   0.4952,   0.9871,   0.0017
11271718750.0000,   4.2478,   0.4989,   0.9879,   0.0008
11274312500.0000,   4.2454,   0.4932,   0.9881,   0.0019
11276906250.0000,   4.2515,   0.5037,   0.9870,  -0.0001
11279500000.0000,   4.2537,   0.5047,   0.9877,   0.0003
11282093750.0000,   4.2635,   0.5033,   0.9865,  -0.0008
11284687500.0000,   4.2622,   0.5066,   0.9873,  -0.0014
11287281250.0000,   4.2695,   0.5081,   0.9870,  -0.0006
11289875000.0000,   4.2793,   0.5081,   0.9847,  -0.0014
11292468750.0000,   4.2836,   0.5100,   0.9843,  -0.0022
11295062500.0000,   4.2915,   0.5066,   0.9842,  -0.0021
11297656250.0000,   4.2947,   0.5096,   0.9833,  -0.0029
11300250000.0000,   4.2979,   0.5077,   0.9827,  -0.0025
11302843750.0000,   4.3070,   0.5114,   0.9812,  -0.0027
11305437500.0000,   4.3112,   0.5016,   0.9804,  -0.0025
11308031250.0000,   4.3198,   0.5114,   0.9798,  -0.0026
11310625000.0000,   4.3193,   0.5053,   0.9788,  -0.0029
11313218750.0000,   4.3296,   0.5052,   0.9771,  -0.0024
11315812500.0000,   4.3305,   0.5017,   0.9756,  -0.0024
11318406250.0000,   4.3359,   0.5010,   0.9750,  -0.0023
11321000000.0000,   4.3431,   0.4976,   0.9741,  -0.0018
11323593750.0000,   4.3414,   0.4946,   0.9733,  -0.0014
11326187500.0000,   4.3425,   0.4940,   0.9724,  -0.0009
11328781250.0000,   4.3452,   0.4945,   0.9716,  -0.0009
11331375000.0000,   4.3485,   0.4904,   0.9702,  -0.0006
11333968750.0000,   4.3499,   0.4886,   0.9692,   0.0002
11336562500.0000,   4.3495,   0.4882,   0.9683,   0.0006
11339156250.0000,   4.3488,   0.4840,   0.9679,   0.0012
11341750000.0000,   4.3508,   0.4860,   0.9670,   0.0010
11344343750.0000,   4.3427,   0.4757,   0.9663,   0.0022
11346937500.0000,   4.3401,   0.4777,   0.9666,   0.0028
11349531250.0000,   4.3385,   0.4701,   0.9658,   0.0030
11352125000.0000,   4.3379,   0.4725,   0.9651,   0.0038
11354718750.0000,   4.3338,   0.4700,   0.9657,   0.0038
11357312500.0000,   4.3300,   0.4669,   0.9648,   0.0049
11359906250.0000,   4.3224,   0.4677,   0.9658,   0.0051
11362500000.0000,   4.3165,   0.4648,   0.9654,   0.0050
11365093750.0000,   4.3154,   0.4630,   0.9662,   0.0053
11367687500.0000,   4.3067,   0.4612,   0.9668,   0.0055
11370281250.0000,   4.3001,   0.4677,   0.9665,   0.0063
11372875000.0000,   4.2994,   0.4581,   0.9661,   0.0067
11375468750.0000,   4.2913,   0.4625,   0.9676,   0.0067
11378062500.0000,   4.2853,   0.4551,   0.9683,   0.0064
11380656250.0000,   4.2766,   0.4558,   0.9694,   0.0074
11383250000.0000,   4.2741,   0.4578,   0.9696,   0.0074
11385843750.0000,   4.2662,   0.4578,   0.9701,   0.0077
11388437500.0000,   4.2618,   0.4562,   0.9714,   0.0073
11391031250.0000,   4.2585,   0.4582,   0.9722,   0.0081
11393625000.0000,   4.2518,   0.4558,   0.9737,   0.0074
11396218750.0000,   4.2541,   0.4635,   0.9737,   0.0077
11398812500.0000,   4.2445,   0.4608,   0.9750,   0.0075
11401406250.0000,   4.2426,   0.4614,   0.9756,   0.0074
11404000000.0000,   4.2445,   0.4642,   0.9762,   0.0072
11406593750.0000,   4.2451,   0.4615,   0.9768,   0.0069
11409187500.0000,   4.2323,   0.4663,   0.9784,   0.0073
11411781250.0000,   4.2344,   0.4682,   0.9784,   0.0069
11414375000.0000,   4.2353,   0.4675,   0.9793,   0.0062
11416968750.0000,   4.2345,   0.4767,   0.9793,   0.0064
11419562500.0000,   4.2342,   0.4735,   0.9804,   0.0068
11422156250.0000,   4.2402,   0.4839,   0.9802,   0.0059
11424750000.0000,   4.2352,   0.4770,   0.9811,   0.0054
11427343750.0000,   4.2405,   0.4847,   0.9812,   0.0057
11429937500.0000,   4.2460,   0.4749,   0.9805,   0.0047
11432531250.0000,   4.2444,   0.4824,   0.9812,   0.0048
11435125000.0000,   4.2476,   0.4867,   0.9807,   0.0047
11437718750.0000,   4.2534,   0.4887,   0.9805,   0.0036
11440312500.0000,   4.2559,   0.4888,   0.9811,   0.0037
11442906250.0000,   4.2525,   0.4911,   0.9801,   0.0038
11445500000.0000,   4.2635,   0.4885,   0.9802,   0.0029
11448093750.0000,   4.2716,   0.4987,   0.9795,   0.0034
11450687500.0000,   4.2728,   0.4969,   0.9786,   0.0029
11453281250.0000,   4.2773,   0.4936,   0.9776,   0.0026
11455875000.0000,   4.2798,   0.5004,   0.9778,   0.0024
11458468750.0000,   4.2835,   0.4960,   0.9774,   0.0020
11461062500.0000,   4.2819,   0.4954,   0.9759,   0.0030
11463656250.0000,   4.2839,   0.4974,   0.9767,   0.0021
11466250000.0000,   4.2954,   0.4982,   0.9750,   0.0016
11468843750.0000,   4.2950,   0.4978,   0.9746,   0.0018
11471437500.0000,   4.2986,   0.4986,   0.9733,   0.0023
11474031250.0000,   4.2991,   0.4932,   0.9735,   0.0020
11476625000.0000,   4.3007,   0.4906,   0.9726,   0.0024
11479218750.0000,   4.3008,   0.4902,   0.9721,   0.0029
11481812500.0000,   4.3059,   0.4925,   0.9713,   0.0021
11484406250.0000,   4.3049,   0.4890,   0.9701,   0.0035
11487000000.0000,   4.3104,   0.4821,   0.9688,   0.0028
11489593750.0000,   4.3042,   0.4855,   0.9692,   0.0028
11492187500.0000,   4.3055,   0.4841,   0.9685,   0.0034
11494781250.0000,   4.3035,   0.4850,   0.9689,   0.0037
11497375000.0000,   4.2983,   0.4814,   0.9677,   0.0047
11499968750.0000,   4.3008,   0.4730,   0.9678,   0.0047
11502562500.0000,   4.2945,   0.4729,   0.9676,   0.0049
11505156250.0000,   4.2946,   0.4715,   0.9674,   0.0056
11507750000.0000,   4.2941,   0.4749,   0.9666,   0.0056
11510343750.0000,   4.2896,   0.4691,   0.9669,   0.0065
11512937500.0000,   4.2897,   0.4699,   0.9669,   0.0056
11515531250.0000,   4.2805,   0.4677,   0.9677,   0.0064
11518125000.0000,   4.2806,   0.4628,   0.9681,   0.0070
11520718750.0000,   4.2708,   0.4533,   0.9682,   0.0075
11523312500.0000,   4.2692,   0.4615,   0.9683,   0.0075
11525906250.0000,   4.2706,   0.4559,   0.9687,   0.0076
11528500000.0000,   4.2632,   0.4603,   0.9694,   0.0082
11531093750.0000,   4.2625,   0.4603,   0.9699,   0.0080
11533687500.0000,   4.2565,   0.4608,   0.9698,   0.0082
11536281250.0000,   4.2509,   0.4572,   0.9701,   0.0088
11538875000.0000,   4.2459,   0.4542,   0.9715,   0.0089
11541468750.0000,   4.2467,   0.4600,   0.9720,   0.0082
11544062500.0000,   4.2419,   0.4695,   0.9729,   0.0083
11546656250.0000,   4.2366,   0.4625,   0.9731,   0.0085
11549250000.0000,   4.2348,   0.4628,   0.9739,   0.0089
11551843750.0000,   4.2301,   0.4627,   0.9745,   0.0086
11554437500.0000,   4.2202,   0.4688,   0.9752,   0.0086
11557031250.0000,   4.2273,   0.4646,   0.9757,   0.0087
11559625000.0000,   4.2237,   0.4638,   0.9759,   0.0080
11562218750.0000,   4.2221,   0.4676,   0.9771,   0.0082
11564812500.0000,   4.2184,   0.4656,   0.9779,   0.0085
11567406250.0000,   4.2192,   0.4713,   0.9780,   0.0079
11570000000.0000,   4.2138,   0.4679,   0.9792,   0.0079
11572593750.0000,   4.2179,   0.4729,   0.9787,   0.0074
11575187500.0000,   4.2113,   0.4698,   0.9794,   0.0071
11577781250.0000,   4.2081,   0.4697,   0.9805,   0.0072
11580375000.0000,   4.2086,   0.4743,   0.9809,   0.0077
11582968750.0000,   4.2115,   0.4768,   0.9812,   0.0070
11585562500.0000,   4.2072,   0.4763,   0.9812,   0.0074
11588156250.0000,   4.2102,   0.4838,   0.9813,   0.0073
11590750000.0000,   4.2089,   0.4776,   0.9818,   0.0069
11593343750.0000,   4.2135,   0.4801,   0.9820,   0.0068
11595937500.0000,   4.2096,   0.4785,   0.9828,   0.0066
11598531250.0000,   4.2139,   0.4777,   0.9822,   0.0067
11601125000.0000,   4.2152,   0.4825,   0.9817,   0.0065
11603718750.0000,   4.2131,   0.4825,   0.9819,   0.0070
11606312500.0000,   4.2156,   0.4820,   0.9822,   0.0061
11608906250.0000,   4.2126,   0.4866,   0.9823,   0.0061
11611500000.0000,   4.2111,   0.4784,   0.9825,   0.0059
11614093750.0000,   4.2250,   0.4802,   0.9810,   0.0062
11616687500.0000,   4.2219,   0.4842,   0.9822,   0.0063
11619281250.0000,   4.2216,   0.4795,   0.9812,   0.0064
11621875000.0000,   4.2193,   0.4836,   0.9815,   0.0066
11624468750.0000,   4.2223,   0.4860,   0.9814,   0.0063
11627062500.0000,   4.2258,   0.4825,   0.9807,   0.0060
11629656250.0000,   4.2254,   0.4893,   0.9799,   0.0061
11632250000.0000,   4.2286,   0.4870,   0.9801,   0.0064
11634843750.0000,   4.2267,   0.4832,   0.9802,   0.0066
11637437500.0000,   4.2281,   0.4881,   0.9806,   0.0061
